ticker,signal,confidence,current_price,price_change_1d,price_change_7d,rsi,sma_20,sma_50,relative_volume,week_52_position_pct,trailing_pe,beta,recommendation_key,factors,analyzed_at
LITE,WEAK_BUY,65,826.88,8.14,6.4,65.53,694.2065,608.999,1.3,99.91,238.29395,1.391,buy,Uptrend,2026-04-05T20:41:23.817220
STRZ,HOLD,50,12.11,1.76,2.28,31.53,13.1115,11.2036,0.41,27.44,,,buy,,2026-04-05T20:41:28.534676
INVX,HOLD,50,24.46,0.95,0.25,52.53,24.909,25.3994,0.83,71.4,20.383331,,none,,2026-04-05T20:41:33.260936
LBRDK,HOLD,50,51.19,1.75,0.49,52.29,50.8425,51.357,0.49,16.44,,0.964,buy,,2026-04-05T20:41:37.983877
TEL,HOLD,50,209.07,-1.23,-0.45,58.2,203.331,216.5375,0.55,69.04,30.12536,1.259,buy,,2026-04-05T20:41:42.754843
LUV,HOLD,50,37.6,-1.65,-6.44,45.81,39.7331,45.3171,0.95,44.04,47.594933,1.184,hold,,2026-04-05T20:41:47.602880
TXN,HOLD,50,194.87,-0.73,-0.97,54.85,192.8365,205.7304,0.44,60.11,35.690475,0.994,hold,,2026-04-05T20:41:52.455082
IRMD,HOLD,50,96.23,-0.32,-5.45,40.59,99.1628,99.8074,1.05,80.69,54.988575,1.12,strong_buy,,2026-04-05T20:41:57.194905
SLDB,WEAK_BUY,65,7.49,1.49,3.6,51.79,7.3323,6.7043,0.6,80.51,,2.583,strong_buy,Uptrend,2026-04-05T20:42:01.907817
GIC,HOLD,50,31.37,-1.07,-1.6,56.21,31.143,31.4548,0.72,58.78,16.956757,0.849,hold,,2026-04-05T20:42:06.744573
GRNT,WEAK_BUY,65,5.73,0.7,2.14,68.46,5.452,5.1385,1.09,61.02,31.833332,0.219,hold,Uptrend,2026-04-05T20:42:11.484484
DOMO,BUY,80,2.91,1.39,-14.41,16.67,3.7515,4.3843,1.2,1.14,,1.757,buy,RSI oversold (16.7),2026-04-05T20:42:16.209185
MITK,HOLD,50,13.9,1.09,-1.91,50.37,14.103,12.962,0.82,80.3,39.714287,1.03,none,,2026-04-05T20:42:20.928495
GOLD,HOLD,50,41.27,-1.29,-4.31,34.09,44.8775,50.931,0.57,46.25,85.97917,0.567,strong_buy,,2026-04-05T20:42:25.714694
WGO,HOLD,50,30.36,0.5,-7.07,31.35,33.1815,40.413,1.32,10.65,20.65306,1.209,buy,,2026-04-05T20:42:30.532385
ODFL,SELL,80,198.0,-0.82,4.73,76.76,188.4265,190.8666,0.88,75.29,40.99379,1.205,hold,RSI overbought (76.8),2026-04-05T20:42:35.278531
FRSH,WEAK_BUY,65,8.32,3.1,5.05,56.69,8.0898,8.5704,0.74,16.36,13.206348,0.869,none,Low P/E (13.2),2026-04-05T20:42:40.042629
TMP,SELL,80,80.37,1.63,4.23,81.19,75.789,78.4393,0.56,79.93,7.1503563,0.711,none,"RSI overbought (81.2), Low P/E (7.2)",2026-04-05T20:42:44.899066
PDFS,WEAK_BUY,65,34.71,3.92,-0.46,61.0,33.1795,32.709,1.04,89.18,,1.554,none,Uptrend,2026-04-05T20:42:49.621225
BKV,WEAK_BUY,65,27.63,1.43,-8.33,41.08,29.0245,29.5756,1.33,70.92,13.954545,,strong_buy,Low P/E (14.0),2026-04-05T20:42:54.337293
PVH,SELL,80,77.11,0.72,14.95,85.87,65.647,65.959,1.38,58.44,148.28847,1.609,buy,RSI overbought (85.9),2026-04-05T20:42:59.192692
SSNC,HOLD,50,68.33,1.01,1.32,35.52,70.417,73.8777,0.84,12.61,21.692064,1.191,buy,,2026-04-05T20:43:03.952897
SAFT,WEAK_BUY,65,73.1,1.64,0.38,49.38,72.833,75.4523,0.93,35.31,10.910448,0.221,none,Low P/E (10.9),2026-04-05T20:43:08.764860
AJG,HOLD,50,217.61,0.59,1.9,63.9,213.2515,222.674,0.7,14.47,37.91115,0.683,buy,,2026-04-05T20:43:13.620546
NTCT,WEAK_BUY,65,32.27,-0.12,-0.09,67.22,31.0465,29.5932,0.82,95.03,24.263157,0.575,none,Uptrend,2026-04-05T20:43:18.335553
LW,HOLD,50,39.35,2.26,-5.84,45.67,41.5605,44.9687,1.4,5.87,18.474176,0.477,buy,,2026-04-05T20:43:23.087798
LLYVK,WEAK_BUY,65,97.0,2.28,2.12,58.38,94.508,91.9368,0.44,86.64,,1.289,none,Uptrend,2026-04-05T20:43:27.799490
WEST,HOLD,50,4.4,3.04,13.99,54.67,4.127,4.5084,0.52,18.71,,0.494,none,,2026-04-05T20:43:32.513791
ORC,WEAK_BUY,65,7.05,1.15,0.34,48.54,7.0132,7.2657,0.72,50.18,5.685484,1.633,none,Low P/E (5.7),2026-04-05T20:43:37.277969
MOH,HOLD,50,139.38,2.62,-0.33,39.77,141.3665,151.49,0.68,7.7,15.625561,0.554,hold,,2026-04-05T20:43:42.009061
MDU,WEAK_BUY,65,21.32,1.38,3.75,53.35,20.6569,20.4866,0.66,97.36,22.92473,0.371,none,Uptrend,2026-04-05T20:43:46.880672
GMED,HOLD,50,87.92,0.21,0.65,59.52,86.3745,89.026,0.83,72.83,22.42857,1.092,buy,,2026-04-05T20:43:51.597129
HELE,BUY,80,14.6,0.76,-2.6,29.98,15.3235,16.759,0.93,2.39,,0.858,hold,RSI oversold (30.0),2026-04-05T20:43:56.356691
AIN,HOLD,50,52.26,-3.11,-1.15,47.08,53.0752,55.6807,0.78,34.88,,1.188,none,,2026-04-05T20:44:01.192349
SRPT,SELL,80,23.23,4.97,-2.27,71.82,18.7685,18.8116,1.04,23.56,,0.283,hold,RSI overbought (71.8),2026-04-05T20:44:05.903677
SONO,HOLD,50,13.58,-1.02,2.41,56.27,13.5005,14.6712,0.53,48.81,,1.995,none,,2026-04-05T20:44:10.635839
ROKU,WEAK_BUY,65,97.66,2.91,2.74,58.89,95.24,94.4448,0.79,70.42,165.52544,1.996,buy,Uptrend,2026-04-05T20:44:15.370375
LEG,WEAK_BUY,65,9.69,-1.52,-4.06,40.39,10.0466,11.148,0.81,49.23,5.7337275,0.763,none,Low P/E (5.7),2026-04-05T20:44:20.206773
ROL,HOLD,50,53.93,0.82,0.84,41.07,54.5075,58.7883,0.84,25.59,49.477062,0.84,buy,,2026-04-05T20:44:25.029503
ATO,WEAK_BUY,65,188.97,1.88,4.09,51.13,184.6775,178.9718,0.49,97.61,24.637548,0.688,hold,Uptrend,2026-04-05T20:44:29.847787
NATL,HOLD,50,43.7,-0.18,-0.09,47.08,43.713,42.014,0.99,81.68,20.42056,0.779,none,,2026-04-05T20:44:34.567268
GM,HOLD,50,72.54,-3.33,-5.31,50.47,74.245,78.5415,0.96,67.23,22.183487,1.345,buy,,2026-04-05T20:44:39.318232
BLD,HOLD,50,356.91,-3.32,-2.05,46.44,361.048,439.675,0.93,30.92,19.535303,1.79,buy,,2026-04-05T20:44:44.035555
VVV,HOLD,50,33.33,-2.23,-5.31,48.3,33.993,35.437,0.61,37.65,48.30435,1.192,buy,,2026-04-05T20:46:48.868404
BIPC,BUY,80,40.17,1.59,5.02,23.92,42.1525,45.7498,0.74,41.19,,1.38,sell,RSI oversold (23.9),2026-04-05T20:46:53.606270
CSV,SELL,80,46.48,2.22,5.47,78.07,43.4395,43.7007,1.23,78.92,14.301538,0.91,none,"RSI overbought (78.1), Low P/E (14.3)",2026-04-05T20:46:58.378372
FBP,SELL,80,21.74,0.74,3.18,78.2,20.811,21.5068,0.67,75.96,10.111628,0.829,buy,"RSI overbought (78.2), Low P/E (10.1)",2026-04-05T20:47:03.224686
CALX,HOLD,50,46.34,-1.13,-12.17,32.39,50.4865,51.654,1.44,40.36,178.23077,1.533,buy,,2026-04-05T20:47:07.958265
PLXS,WEAK_BUY,65,207.35,0.06,-4.56,60.6,198.6075,197.0276,0.96,89.02,32.24728,0.752,none,Uptrend,2026-04-05T20:47:12.676058
POWW,WEAK_BUY,65,2.07,2.48,0.98,53.75,2.015,1.9376,0.42,86.09,,1.219,none,Uptrend,2026-04-05T20:47:17.414521
FORR,HOLD,50,5.48,1.67,-5.35,33.56,5.9665,6.43,0.67,8.56,,0.955,none,,2026-04-05T20:47:22.154302
Z,HOLD,50,40.6,0.27,-6.88,42.3,43.3455,48.9621,0.79,2.83,451.11108,2.107,hold,,2026-04-05T20:47:26.866446
MZTI,HOLD,50,141.64,2.28,1.27,35.81,145.7485,155.698,1.03,8.68,21.690659,0.486,buy,,2026-04-05T20:47:31.690248
CRI,WEAK_BUY,65,35.91,0.9,2.81,61.79,34.6331,36.3852,0.61,59.5,14.193676,0.976,hold,Low P/E (14.2),2026-04-05T20:47:36.626877
GNRC,HOLD,50,194.09,-2.49,-5.4,44.95,201.4885,201.944,0.4,66.81,71.885185,1.786,buy,,2026-04-05T20:47:41.348898
OPRX,HOLD,50,6.56,0.0,-8.64,52.48,6.5285,8.2494,0.74,6.1,24.296295,1.281,none,,2026-04-05T20:47:46.063348
LASR,HOLD,50,60.12,3.12,-16.21,47.49,64.5495,57.7133,0.75,79.4,,2.273,strong_buy,,2026-04-05T20:47:50.786245
A,HOLD,50,115.48,0.82,2.45,62.79,112.9695,121.6866,0.49,29.84,25.492273,1.303,buy,,2026-04-05T20:47:55.583417
RLAY,WEAK_BUY,65,12.54,16.43,30.62,68.29,10.1925,9.3382,3.49,95.56,,1.579,strong_buy,Uptrend,2026-04-05T20:48:00.304052
CPF,SELL,80,32.11,-0.53,0.66,71.47,31.2725,32.2367,0.52,75.53,11.227273,0.87,hold,"RSI overbought (71.5), Low P/E (11.2)",2026-04-05T20:48:05.153521
LSCC,WEAK_BUY,65,95.02,-0.54,-5.66,58.61,91.8005,91.4574,0.63,82.2,4751.0,1.653,none,Uptrend,2026-04-05T20:48:09.872565
EXLS,HOLD,50,30.94,1.58,2.18,64.98,30.6215,32.3206,0.68,18.31,20.09091,0.895,buy,,2026-04-05T20:48:14.588005
NTGR,WEAK_BUY,65,23.38,1.87,4.42,59.28,21.787,21.2376,0.71,25.57,,1.086,strong_buy,Uptrend,2026-04-05T20:48:19.307202
WELL,HOLD,50,202.33,1.74,2.85,41.97,202.373,200.1486,0.69,83.63,142.48592,0.821,buy,,2026-04-05T20:48:24.130846
NEXT,SELL,80,7.85,6.95,6.95,76.0,6.8175,5.9128,1.58,42.06,,1.693,buy,"Uptrend, RSI overbought (76.0)",2026-04-05T20:48:28.866962
RVMD,HOLD,50,99.12,0.49,5.12,59.88,96.888,99.115,0.4,73.38,,1.012,strong_buy,,2026-04-05T20:48:33.582328
UHAL,HOLD,50,47.29,0.36,3.55,56.6,45.976,50.1016,1.34,20.79,100.61703,1.109,none,,2026-04-05T20:48:38.337620
SLG,HOLD,50,36.06,-1.69,-1.31,48.06,37.009,39.0835,0.88,4.01,,1.594,buy,,2026-04-05T20:48:43.167005
PRLB,HOLD,50,57.77,-0.62,-3.43,60.89,57.0515,59.064,0.93,71.67,65.64773,1.306,none,,2026-04-05T20:48:47.880496
CCS,WEAK_BUY,65,56.99,-0.73,-0.82,46.53,57.65,63.7669,0.71,25.68,11.726337,1.559,none,Low P/E (11.7),2026-04-05T20:48:52.609533
CNA,WEAK_BUY,65,46.24,1.14,1.54,47.02,46.211,46.509,0.68,39.7,9.859275,0.366,none,Low P/E (9.9),2026-04-05T20:48:57.394424
WM,WEAK_BUY,65,235.42,1.91,4.7,44.36,233.1952,231.923,0.59,76.47,35.084946,0.547,buy,Uptrend,2026-04-05T20:49:02.231649
SENEA,HOLD,50,160.92,2.77,9.84,76.9,146.716,134.225,1.84,94.85,12.387991,0.031,none,"Uptrend, RSI overbought (76.9), Low P/E (12.4)",2026-04-05T20:49:06.965660
SBGI,BUY,80,13.01,-0.38,-1.74,20.0,13.6179,14.16,0.94,18.7,,1.024,hold,RSI oversold (20.0),2026-04-05T20:49:11.753385
CDP,HOLD,50,31.35,2.52,0.82,50.11,31.2373,31.2384,0.87,83.48,23.395521,0.876,buy,,2026-04-05T20:49:16.561561
WTTR,WEAK_BUY,65,15.18,0.66,0.2,69.31,14.6165,13.5491,1.19,90.68,72.28572,0.961,strong_buy,Uptrend,2026-04-05T20:49:21.309066
ANET,HOLD,50,126.68,1.47,-6.17,43.81,131.1465,134.76,0.64,63.74,46.065456,1.475,strong_buy,,2026-04-05T20:49:26.050962
MS,HOLD,50,165.81,-0.22,0.1,69.95,160.823,169.5787,0.67,72.68,16.23996,1.182,buy,,2026-04-05T20:49:30.863153
TDW,BUY,80,84.38,1.13,8.43,67.99,78.2225,73.6264,0.82,92.03,12.707831,0.563,hold,"Uptrend, Low P/E (12.7)",2026-04-05T20:49:35.696455
GOOD,HOLD,50,11.7,1.21,3.82,44.18,11.7479,11.7271,0.75,29.15,83.57143,1.088,none,,2026-04-05T20:49:40.491257
ZWS,HOLD,50,45.02,-0.18,-2.58,45.79,45.3915,47.9621,0.71,67.95,40.19643,0.811,none,,2026-04-05T20:49:45.254637
DSP,BUY,80,10.97,-2.32,3.0,27.72,11.2145,10.8564,0.92,35.14,30.472221,0.941,strong_buy,RSI oversold (27.7),2026-04-05T20:49:49.968373
SOUN,HOLD,50,6.78,1.5,4.63,44.37,7.0488,7.9235,0.48,5.81,,2.966,none,,2026-04-05T20:49:54.751965
BANC,HOLD,50,17.63,-0.45,1.03,68.16,17.0771,18.6165,0.82,60.55,15.068376,1.101,buy,,2026-04-05T20:49:59.547334
VLO,WEAK_BUY,65,244.09,1.09,4.07,60.71,237.1505,213.5253,0.67,91.01,32.244385,0.612,buy,Uptrend,2026-04-05T20:50:04.444035
BMY,WEAK_BUY,65,59.6,-2.45,2.16,54.99,58.7475,58.5805,1.08,83.85,17.225433,0.273,hold,Uptrend,2026-04-05T20:50:09.302269
HHH,HOLD,50,62.81,-0.38,-1.66,45.3,63.7615,72.7396,0.58,5.99,28.420815,1.279,none,,2026-04-05T20:50:14.026412
GOGO,HOLD,50,4.12,2.74,-7.42,43.07,4.4285,4.4422,0.7,2.12,45.777775,1.12,none,,2026-04-05T20:50:18.747362
DCI,HOLD,50,85.23,-0.96,-2.17,48.04,85.8275,96.1971,0.45,50.15,26.634377,1.06,hold,,2026-04-05T20:50:23.577223
IBCP,WEAK_BUY,65,33.61,0.06,2.78,53.56,33.1045,34.6484,0.8,63.34,10.278288,0.752,hold,Low P/E (10.3),2026-04-05T20:50:28.424242
CMS,WEAK_BUY,65,78.58,0.85,4.16,54.3,76.821,75.1552,0.71,97.31,22.260624,0.424,buy,Uptrend,2026-04-05T20:50:33.283204
XYL,HOLD,50,121.26,-1.0,-0.4,53.39,120.681,128.092,0.76,38.64,30.933674,1.174,buy,,2026-04-05T20:50:38.042853
UBER,HOLD,50,71.84,0.18,-1.7,46.3,73.33,74.7634,0.62,27.1,15.18816,1.206,buy,,2026-04-05T20:50:42.813404
REAL,HOLD,50,9.12,-1.72,-0.33,46.0,9.4965,11.5494,0.65,35.28,,2.811,strong_buy,,2026-04-05T20:52:47.654349
BWA,HOLD,50,52.83,-3.19,-5.86,58.22,53.159,53.9681,0.51,62.24,41.27344,1.026,buy,,2026-04-05T20:52:52.469516
DEI,HOLD,50,9.3,0.76,1.2,44.0,9.4353,9.844,0.7,3.27,103.33333,1.137,hold,,2026-04-05T20:52:57.249959
ESNT,WEAK_BUY,65,59.16,1.56,2.09,58.14,58.0529,60.2937,0.59,48.77,8.573913,0.87,none,Low P/E (8.6),2026-04-05T20:53:01.988682
WU,WEAK_BUY,65,8.71,2.96,-4.29,33.99,9.1161,9.2638,0.81,34.13,5.730263,0.536,underperform,Low P/E (5.7),2026-04-05T20:53:06.763595
MDB,HOLD,50,253.12,1.51,2.67,46.08,258.819,312.3314,0.68,36.96,,1.605,buy,,2026-04-05T20:53:11.480244
RYAN,HOLD,50,33.51,1.45,0.03,32.5,34.9495,40.0704,0.95,4.59,71.29787,0.709,buy,,2026-04-05T20:53:16.222503
CPT,HOLD,50,100.76,2.53,4.65,54.75,99.1752,103.9598,1.13,17.06,28.463278,0.848,buy,,2026-04-05T20:53:21.022327
TRMB,HOLD,50,65.12,0.06,-1.14,45.03,66.2915,67.137,0.61,35.3,37.0,1.536,strong_buy,,2026-04-05T20:53:25.817020
NCMI,HOLD,50,3.0,-0.66,-6.54,32.1,3.257,3.3853,1.55,2.45,,1.417,buy,,2026-04-05T20:53:30.579009
AEO,HOLD,50,16.84,-2.77,1.94,41.7,17.2385,21.1924,0.88,39.45,15.449541,1.476,hold,,2026-04-05T20:53:35.355656
OBT,WEAK_BUY,65,32.4,0.25,0.22,66.67,31.6015,32.4069,1.31,67.16,9.729731,0.435,strong_buy,Low P/E (9.7),2026-04-05T20:53:40.115443
PUBM,WEAK_BUY,65,8.27,0.73,1.97,60.26,8.2377,7.5669,0.84,27.43,,1.478,buy,Uptrend,2026-04-05T20:53:44.840256
AMBQ,HOLD,50,28.53,5.94,13.17,63.94,26.424,28.8972,0.98,21.62,,,none,,2026-04-05T20:53:49.557532
PRCT,HOLD,50,25.12,-0.95,0.72,37.36,25.811,27.0846,0.5,12.15,,0.931,buy,,2026-04-05T20:53:54.273712
CVLG,SELL,80,28.15,1.77,2.93,83.89,26.208,27.3516,0.68,82.42,175.9375,1.158,none,RSI overbought (83.9),2026-04-05T20:53:59.005419
NXST,BUY,80,180.38,0.6,-17.29,17.24,221.9455,225.4725,1.07,34.38,60.32776,0.915,buy,RSI oversold (17.2),2026-04-05T20:54:03.761331
ESQ,HOLD,50,108.95,0.31,1.97,46.56,105.7537,107.1952,0.72,60.11,18.560476,0.445,buy,,2026-04-05T20:54:08.533062
FCF,SELL,80,17.88,0.62,3.41,79.33,17.1135,17.6844,0.76,78.34,12.163264,0.754,buy,"RSI overbought (79.3), Low P/E (12.2)",2026-04-05T20:54:13.321140
PFBC,BUY,80,91.19,-0.55,1.96,60.13,89.272,89.0766,0.74,61.93,8.759847,0.568,hold,"Uptrend, Low P/E (8.8)",2026-04-05T20:54:18.134432
RNG,HOLD,50,37.78,-0.92,5.86,50.0,37.9952,33.508,0.46,78.74,78.708336,1.151,buy,,2026-04-05T20:54:22.863311
EXTR,WEAK_BUY,65,15.36,1.05,-0.65,65.7,14.8625,14.6754,0.62,41.13,256.0,1.618,none,Uptrend,2026-04-05T20:54:27.582970
CLB,HOLD,50,16.33,1.37,3.03,54.26,16.27,17.605,0.62,62.12,25.920635,1.155,hold,,2026-04-05T20:54:32.365907
VRTS,WEAK_BUY,65,127.26,-2.94,-3.95,51.64,130.2485,140.9326,1.13,6.05,6.372559,1.459,hold,Low P/E (6.4),2026-04-05T20:54:37.119162
NCLH,HOLD,50,18.93,-2.32,-6.38,50.31,19.5695,21.4214,1.08,36.39,20.576086,2.113,buy,,2026-04-05T20:54:41.866502
LYFT,WEAK_BUY,65,13.34,0.38,0.6,53.91,13.2843,14.4471,0.54,23.17,1.958884,1.859,hold,Low P/E (2.0),2026-04-05T20:54:46.587041
NB,HOLD,50,4.63,1.98,-2.11,47.83,4.672,5.4906,0.47,26.05,,-0.042,none,,2026-04-05T20:54:51.315048
NRIX,HOLD,50,15.51,0.19,0.45,54.87,15.219,16.0272,1.01,51.19,,1.977,strong_buy,,2026-04-05T20:54:56.028472
WY,HOLD,50,24.43,0.95,3.3,60.17,23.713,24.8989,0.47,48.81,54.28889,0.998,buy,,2026-04-05T20:55:00.876343
PEBO,SELL,80,33.46,0.45,4.17,71.63,32.0525,32.5274,0.74,89.21,11.190635,0.622,hold,"RSI overbought (71.6), Low P/E (11.2)",2026-04-05T20:55:05.723724
CWCO,HOLD,50,33.99,2.72,5.84,46.7,32.9832,35.5428,0.84,68.78,29.301727,0.56,none,,2026-04-05T20:55:10.513056
BC,HOLD,50,73.3,0.31,-0.08,63.07,71.6515,79.0622,0.47,65.58,,1.378,buy,,2026-04-05T20:55:15.338811
CON,HOLD,50,20.89,-1.6,-5.09,34.84,21.9888,22.6128,0.57,38.19,16.069231,,strong_buy,,2026-04-05T20:55:20.208769
HLIT,HOLD,50,9.2,1.32,-3.26,47.6,9.2995,9.8808,0.81,31.96,920.0,1.1,buy,,2026-04-05T20:55:24.981464
LBRT,HOLD,50,28.1,0.64,-2.43,38.48,29.475,27.0545,0.67,81.22,31.573034,0.489,buy,,2026-04-05T20:55:29.743465
HSIC,HOLD,50,73.94,1.23,-0.42,43.18,74.426,76.941,0.87,46.57,22.611622,0.882,buy,,2026-04-05T20:55:34.461725
BRCC,BUY,80,0.798,1.79,6.4,28.29,0.8404,0.7942,0.47,11.03,,0.764,none,RSI oversold (28.3),2026-04-05T20:55:39.191371
ABCB,WEAK_BUY,65,78.4,-0.13,1.6,68.52,76.0066,79.3717,0.67,75.47,13.066667,0.936,buy,Low P/E (13.1),2026-04-05T20:55:44.023059
UAL,WEAK_BUY,65,92.21,-3.02,-0.8,57.26,91.3875,101.8938,1.24,59.0,9.040196,1.286,strong_buy,Low P/E (9.0),2026-04-05T20:55:48.742175
MU,HOLD,50,366.24,-0.44,-4.11,36.82,396.5462,403.3513,1.26,74.35,17.267326,1.606,strong_buy,,2026-04-05T20:55:53.557901
SUPN,HOLD,50,50.48,-1.87,0.84,52.37,50.7095,51.0482,0.64,69.86,,0.732,strong_buy,,2026-04-05T20:55:58.272702
DUOL,WEAK_BUY,65,96.54,0.36,-2.6,46.88,98.4543,111.2701,0.43,1.09,11.264878,0.883,none,Low P/E (11.3),2026-04-05T20:56:02.976988
L,WEAK_BUY,65,107.69,0.98,1.21,48.72,107.2725,107.8065,0.72,79.93,13.51192,0.591,none,Low P/E (13.5),2026-04-05T20:56:07.810832
VICI,WEAK_BUY,65,27.66,0.73,2.18,46.67,27.7368,28.3424,0.55,14.88,10.597701,0.728,buy,Low P/E (10.6),2026-04-05T20:56:12.577737
MASI,WEAK_BUY,65,178.59,0.33,0.28,69.87,176.9105,162.9452,0.6,99.23,46.75131,1.202,hold,Uptrend,2026-04-05T20:56:17.290294
BLK,HOLD,50,966.56,0.96,-1.51,62.14,957.139,1030.5568,0.65,43.21,27.396826,1.493,buy,,2026-04-05T20:56:22.075006
JHX,HOLD,50,18.58,-3.18,-4.47,42.66,19.5795,22.3358,1.01,15.86,77.41667,1.011,strong_buy,,2026-04-05T20:56:26.850246
SHLS,HOLD,50,6.82,-1.16,-1.3,61.62,6.3175,7.9087,1.08,46.21,34.1,1.644,buy,,2026-04-05T20:56:31.587783
THO,WEAK_BUY,65,77.36,-0.65,-5.22,40.62,80.984,98.6348,1.25,23.8,13.740675,1.445,hold,Low P/E (13.7),2026-04-05T20:56:36.419892
RPAY,HOLD,50,2.58,0.39,-16.23,47.43,2.8095,3.0652,2.41,5.05,,1.592,buy,,2026-04-05T20:56:41.134609
DUK,WEAK_BUY,65,132.22,1.01,3.17,46.68,130.5,126.8142,0.81,90.24,20.954042,0.454,none,Uptrend,2026-04-05T20:58:46.046629
FRPT,BUY,80,59.4,-1.13,-1.16,22.13,67.565,71.5752,1.0,29.37,22.5,1.778,buy,RSI oversold (22.1),2026-04-05T20:58:50.763536
OABI,BUY,80,1.54,-1.28,-4.94,25.49,1.7433,1.7693,0.8,29.77,,0.869,strong_buy,RSI oversold (25.5),2026-04-05T20:58:55.482547
DOC,HOLD,50,16.52,0.85,-1.73,44.57,16.9731,17.0175,0.92,20.4,165.2,1.079,buy,,2026-04-05T20:59:00.321200
PG,BUY,80,143.12,-0.67,-0.56,27.31,147.5665,153.4821,0.51,16.16,21.171597,0.403,buy,RSI oversold (27.3),2026-04-05T20:59:05.311721
MBWM,WEAK_BUY,65,51.46,0.8,4.36,59.04,50.0255,51.5775,0.68,76.07,9.407679,0.867,buy,Low P/E (9.4),2026-04-05T20:59:10.088378
IMKTA,WEAK_BUY,65,91.12,1.01,5.26,59.79,86.778,84.2992,0.95,98.83,18.187624,0.649,none,Uptrend,2026-04-05T20:59:14.932785
SVV,HOLD,50,7.5,1.49,-2.72,42.52,7.8215,9.3272,0.91,8.52,53.57143,1.223,none,,2026-04-05T20:59:19.656221
NTB,SELL,80,53.47,0.91,3.14,79.84,51.2395,51.5038,0.67,88.71,9.775138,0.495,buy,"RSI overbought (79.8), Low P/E (9.8)",2026-04-05T20:59:24.399715
UE,WEAK_BUY,65,20.37,2.41,0.94,46.12,20.3383,20.2525,0.9,75.85,27.527027,1.043,buy,Uptrend,2026-04-05T20:59:29.154597
DAN,WEAK_BUY,65,33.4,-2.71,-0.77,59.79,32.5655,32.4434,0.55,89.0,,2.036,buy,Uptrend,2026-04-05T20:59:33.921717
EOSE,HOLD,50,4.97,-0.4,-2.55,37.54,5.4352,9.2425,0.53,11.32,,2.337,none,,2026-04-05T20:59:38.637612
DJCO,WEAK_BUY,65,517.94,4.36,6.73,56.87,497.198,530.38,0.57,51.92,7.651647,0.853,none,Low P/E (7.7),2026-04-05T20:59:43.349735
PNW,WEAK_BUY,65,102.7,1.15,5.12,49.11,100.5295,98.1013,0.58,93.19,20.336632,0.476,hold,Uptrend,2026-04-05T20:59:48.218218
POWI,WEAK_BUY,65,52.37,0.0,0.73,63.7,48.312,47.2361,0.86,73.51,134.28206,1.291,none,Uptrend,2026-04-05T20:59:52.988142
SWKS,HOLD,50,55.19,3.7,-1.78,51.91,54.5755,57.1658,1.4,16.9,21.145594,1.3,none,,2026-04-05T20:59:57.732679
CDRE,HOLD,50,32.51,1.06,0.9,54.6,33.4895,38.9218,1.6,25.07,31.872547,1.478,none,,2026-04-05T21:00:02.464541
WPC,HOLD,50,70.25,1.24,5.61,48.45,68.9656,69.9764,1.01,74.64,33.293842,0.794,hold,,2026-04-05T21:00:07.285303
KIM,HOLD,50,22.6,0.67,0.85,44.75,22.768,22.2886,0.84,78.09,27.560976,1.051,buy,,2026-04-05T21:00:12.102393
GT,HOLD,50,6.65,-0.89,3.1,46.6,6.701,8.1796,0.68,8.66,,1.183,buy,,2026-04-05T21:00:16.987767
INDV,HOLD,50,30.47,-0.59,0.69,46.11,30.669,32.5424,0.85,74.35,18.579268,1.205,none,,2026-04-05T21:00:21.714907
CSX,HOLD,50,41.22,-0.53,4.17,64.08,39.8395,40.0924,0.97,87.57,26.766235,1.246,buy,,2026-04-05T21:00:26.544781
MARA,HOLD,50,8.71,8.33,5.19,43.71,8.5845,8.6316,1.06,12.21,,5.305,buy,,2026-04-05T21:00:31.274676
THG,WEAK_BUY,65,176.1,2.2,3.28,55.67,172.4488,173.2791,1.08,70.11,9.718543,0.303,none,Low P/E (9.7),2026-04-05T21:00:36.066628
OMC,HOLD,50,74.81,-0.53,-1.23,34.57,77.1921,76.5733,0.82,40.69,,0.751,buy,,2026-04-05T21:00:40.916531
SYBT,SELL,80,67.2,1.01,4.41,70.21,64.1519,66.1891,1.32,27.95,14.1473675,0.683,hold,"RSI overbought (70.2), Low P/E (14.1)",2026-04-05T21:00:45.759990
SCL,HOLD,50,49.97,-0.08,-0.6,67.18,47.891,53.9126,0.7,31.13,24.37561,1.008,none,,2026-04-05T21:00:50.610378
FNLC,WEAK_BUY,65,28.6,1.1,2.58,62.65,27.694,28.0536,0.67,78.95,9.315961,0.511,none,Low P/E (9.3),2026-04-05T21:00:55.417718
PSKY,HOLD,50,9.52,2.92,3.14,46.54,9.5203,10.5061,1.09,7.35,317.33334,1.388,hold,,2026-04-05T21:01:00.191360
HRTX,HOLD,50,0.8,0.0,0.0,40.0,0.8535,1.087,0.51,3.21,,1.424,strong_buy,,2026-04-05T21:01:04.913287
WMB,HOLD,50,72.0,0.24,-2.45,43.63,73.2662,71.1773,0.72,80.74,33.64486,0.653,buy,,2026-04-05T21:01:09.803992
ED,WEAK_BUY,65,115.43,1.33,4.91,52.01,112.4145,110.1629,0.72,96.24,20.466312,0.335,hold,Uptrend,2026-04-05T21:01:14.696310
ESRT,HOLD,50,5.16,3.41,2.99,49.14,5.1586,5.8306,1.2,7.46,20.64,1.393,hold,,2026-04-05T21:01:19.559345
